Variable1; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable753; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable754; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable755; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable756; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable757; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable758; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable759; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable760; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable761; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable762; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable763; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable764; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable765; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable766; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable767; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable768; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable769; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable770; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable771; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable772; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable773; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable774; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable775; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable776; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable777; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable778; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable779; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable780; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable781; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable782; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable783; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable784; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable785; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable786; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable787; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable788; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable789; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable790; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable791; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable792; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable793; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable794; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable795; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable796; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable797; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable798; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable799; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable800; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable801; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable802; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable803; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable804; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable805; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable806; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable807; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable808; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable809; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable810; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable811; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable812; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable813; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable814; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable815; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable816; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable817; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable818; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable819; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable820; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable821; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable822; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable823; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable824; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable825; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable826; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable827; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable828; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable829; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable830; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable831; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable832; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable833; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable834; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable835; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable836; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable837; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable838; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable839; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable840; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable841; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable842; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable843; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable844; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable845; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable846; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable847; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable848; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable849; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable850; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable851; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
